,date,title,text,company
14,"September 15, 2022",UK Deepens Antitrust Probe of Microsoft’s Activision Deal,"


UK officials have launched a deeper antitrust investigation into Microsoft’s $68.7 billion purchase of video game giant Activision Blizzard, reflecting concerns that the deal may lead to reduced competition.
The second-stage probe comes after the UK’s Competition and Markets Authority (CMA) said on Sept. 1 that the acquisition — which would make Microsoft the world’s third-largest video game publisher — posed a risk to markets including console and cloud gaming.
As part of the proposed deal, Microsoft could gain ownership of popular video game franchises, including “Call of Duty,” “World of Warcraft” and “Candy Crush.”
UK regulators have expressed concerns that the acquisition could allow Microsoft to restrict that valuable content from other gaming platforms, particularly Sony’s PlayStation.
Microsoft didn’t immediately respond to a request for comment. In February, the company launched a charm offensive with regulators worldwide, announcing several commitments, including a promise not to give preferential treatment to content it owns on platforms it runs.
Earlier this month, the CMA gave Microsoft several days to respond to its preliminary finding with proposed solutions. On Sept. 6, Microsoft declined to make such an offer, the CMA said on Thursday, setting the stage for a phase-two investigation.
Under the agency’s practices, that deeper probe could result in a decision to clear the deal, to impose restrictions or divestitures on the acquisition, or to block the deal outright.
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Microsoft
15,"September 14, 2022",Microsoft’s Activision Deal Faces In-Depth Probes In EU & UK,"


Microsoft’s $75bn acquisition of video game maker Activision Blizzard faces in-depth probes in Brussels and the UK following growing concerns the deal is anti-competitive and will exclude rivals from accessing the blockbuster game Call of Duty.
It comes as the UK’s Competition and Markets Authority is expected to launch an in-depth investigation this week after Microsoft decided not to offer any remedies atthis stage, according to two individuals with knowledge of the situation.
Earlier this month, the CMA became the first global antitrust regulator to sound the alarm over the transaction, giving Microsoft five days to come up with undertakings that would resolve its worries or face an extended “phase 2” probe.
The companies have already been in talks with regulators in Brussels since the deal was announced eight months ago, in what is known as the pre-notification stage — an indication of how scrupulous officials will be during the probe.
Regulators and others involved in the deal expect a prolonged EU investigation once Microsoft officially files its case in Brussels in the coming weeks. People familiar with the EU’s thinking say regulators will take their time to examine this deal because of its size, the nature of the buyer and the rising concerns from rivals, including Sony. “It is a big deal, a difficult deal,” said a person in Brussels familiar with the transaction. “It needs an extensive investigation.”
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Microsoft
16,"September 12, 2022","The DOJ Subpoenaed Amazon, Microsoft and JPMorgan Over Short-Selling","
The US Department of Justice (DOJ)has subpoenaed some short sellers for trading information on firms including Amazon, Microsoft and JPMorgan Chase, as part of a short-selling probe, Bloomberg News reported on Monday.
The DOJ sent subpoenas over the past few months seeking details on transactions in several blue-chip stocks, according to the report that cited people familiar with the matter.
The DOJ last year also issued subpoenas to dozens of firms, including Citron Research and Muddy Waters Research LLC, as it probes potentially manipulative trading around negative reports on listed companies published by some of their investors.
The US securities regulator has also said it has been considering measures that require big investors to disclose more about short positions, or bets that stocks will fall, and the use of derivatives to speculate on stock moves.

...    


THIS ARTICLE IS NOT AVAILABLE FOR IP ADDRESS 104.151.16.164

                Please sign in or join us
                to access premium content!
            


",Microsoft
17,"September 8, 2022",Australia Antitrust Regulator Delays Ruling On Microsoft’s Planned Activision Buy,"


The Australian Competition & Consumer Commission delayed its decision on Microsoft’s planned $69 billion purchase of video game giant Activision.
The formal date of Sept. 15 for a decision has been delayed, according to a filing on the agency’s website earlier Thursday. The review started on June 16. The agency said the timeline was suspended pending receipt of information.
The news comes as the UK’s antitrust authority last Thursday said it plans an in-depth review of the Activision (ATVI) acquisition.
Activision CEO Bobby Kotick told employees in a letter last Thursday that he still expects the deal to close in Microsoft’s fiscal year ending in June 2023.
“We are fortunate to have already received approvals from a couple of countries, and the process with all of the regulators is generally moving along as we expected,” Kotick wrote in the letter.
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Microsoft
18,"September 4, 2022",UK Watchdog Says Microsoft-Activision Deal Could Hurt Competition,"


The United Kingdom’s antitrust watchdog said Microsoft’s $69 billion acquisition of video game maker Activision Blizzard could hinder competition and warrants further investigation.
The Competition and Markets Authority (CMA) said in statement Thursday (Sept. 1), the deal — the largest ever for both gaming and Microsoft — could harm the industry if Microsoft were to block competitors from accessing Activision’s popular games.
“We are concerned that Microsoft could use its control over popular games like ‘Call of Duty’ and ‘World of Warcraft’ post-merger to harm rivals, including recent and future rivals in multi-game subscription services and cloud gaming,” the authority said.
Microsoft President and Vice Chair Brad Smith told PYMNTS: “We’re ready to work with the CMA on next steps and address any of its concerns. Sony, as the industry leader, says it is worried about ‘Call of Duty,’ but we’ve said we are committed to making the same game available on the same day on both Xbox and PlayStation. We want people to have more access to games, not less.”
Microsoft Gaming CEO Phil Spencer underscored this point in a company blog post: “We know players benefit from this approach because we’ve done it with ‘Minecraft,’ which continues to be available on multiple platforms and has expanded to even more since ‘Mojang’ joined Microsoft in 2014. As we extend our gaming storefront across new devices and platforms, we will make sure that we do so in a manner that protects the ability of developers to choose how to distribute their games.”
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Microsoft
19,"September 1, 2022",UK Deepens Microsoft’s $68.7-Billion Activision Deal Probe,"


Britain’s competition regulator said it will refer Microsoft Corp’s  $68.7-billion acquisition of “Call of Duty” maker Activision Blizzard for an in-depth investigation.
The Competition and Markets Authority said the merger could reduce competition substantially in gaming consoles, multi-game subscription services and cloud gaming services.
“Following our Phase 1 investigation, we are concerned that Microsoft could use its control over popular games like ‘Call of Duty’ and ‘World of Warcraft’ post-merger to harm rivals, including recent and future rivals in multi-game subscription services and cloud gaming,” the CMA said.
Both Microsoft and Activision said they will continue to cooperate with the CMA.
“Sony, as the industry leader, says it is worried about ‘Call of Duty’, but we’ve said we are committed to making the same game available on the same day on both Xbox and PlayStation,” Microsoft President and Vice Chair Brad Smith said in an emailed statement.
Activision still expects the deal to close in Microsoft’s financial year to June 30, 2023, Chief Executive Bobby Kotick said in a statement.
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Microsoft
20,"August 29, 2022",Microsoft Cloud Computing Will Change To Align With EU Wishes Next Month,"


Amended licensing deals and other changes making it easier for cloud service providers to compete will take effect on Oct. 1, Microsoft said on Monday, a move triggered by complaints about the US software company to EU antitrust regulators.
Microsoft President Brad Smith had announced the changes in May but did not say when they would be effective.
The company, which has been fined 1.6 billion euros ($1.6 billion) by the European Commission in the previous decade for various infringements, found itself once again in the EU’s crosshairs following complaints by cloud service providers in Germany, Italy, Denmark and France.
“On October 1, 2022, Microsoft will implement significant upgrades to our outsourcing and hosting terms that will benefit customers worldwide,” the company said in a blogpost.
The revised licensing deals mean customers can use their licenses on any European cloud provider delivering services to their own data centers.
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Microsoft
21,"August 14, 2022",German Watchdog Consider Whether Microsoft Subject To Competition Rules,"


German regulators are reportedly considering whether Microsoft should fall within the scope of new competition rules, as they have determined several other big tech companies do. 
The country’s competition regulator may launch proceedings under Section 19a of the German Competition Act, POLITICO reported Thursday (Aug. 11), citing two people who are close to the matter and adding that Google, Meta and Amazon have already been determined to be subject to the rules. Apple also is being considered for examination. 
Under the act, which went into effect in January 2021, Germany can move fast to prohibit conduct that is anti-competitive, such as self-preferencing and pre-installation of services, per the report. 
To be subject to the rules, companies must be found to have “paramount significance for competition across markets,” according to the report. 
Elsewhere in Europe, Microsoft’s deal to buy Activision Blizzard is being looked into by the U.K.’s Competition and Markets Authority, Reuters reported in July. 
“We’re committed to answering questions from regulators and ultimately believe a thorough review will help the deal close with broad confidence, and that it will be positive for competition,” said Lisa Tanzi, corporate vice president and general counsel of Microsoft, according to the Reuters report. 
In addition, Italian cloud provider Aruba SpA and several Denmark-based cloud providers filed a complaint against Microsoft with the European Union’s antitrust watchdog in April, charging Microsoft with undermining its competition and limiting consumers’ computing services choices, Bloomberg reported April 13. 
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Microsoft
22,"August 11, 2022",Microsoft Claims Sony Pays Developers To Keep Them Off Other Platforms,"


Microsoft has alleged that Sony has a practice of paying developers “blocking rights” to stop games from being launched on Xbox Game Pass.
The statement has been filed in response to Sony’s recent comments on Microsoft’s acquisition of Activision Blizzard. Speaking to a Brazilian regulatory body, Sony claimed  Microsoft acquiring Call Of Duty would make it challenging to rival; which would in turn have an effect on what console gamers chose to play their titles on.
Related: Microsoft & Sony Clash Over Call Of Duty & Game Pass In Legal Docs
 The Verge reported Microsoft has argued that Sony is still large enough to rival the company, and claims ongoing business practices show Sony is actively doing so.
“Microsoft’s ability to continue expanding Game Pass has been hampered by Sony’s desire to inhibit such growth,” claimed the company, explaining that “Sony pays for ‘blocking rights’ to prevent developers from adding content to Game Pass and other competing subscription services.”
Questions surrouding concentration in the videogame console industry have grown over recent years as Sony and Microsoft continue their bitter rivalry for dominance in this lucrative market, particularly following the acquisition of major game developer studio Blizzard Activision. European authorities last month gave voice to competitors’ concerns over Microsoft potentially restricting access to some of Activision’s titles, such as Call of Duty,  for rival subscription gaming services.
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Microsoft
23,"August 11, 2022",Microsoft & Sony Clash Over Call Of Duty & Game Pass In Legal Docs,"


By Jonathan Lee, Washington Post
Call of Duty is a massive, sprawling video game franchise that has sent players through dozens of battlefields ranging from the beaches of Normandy to the abandoned city of Pripyat to the frozen moon Europa. Now, it has become the staging ground for a new conflict brewing between Sony and Microsoft.
In January, Microsoft announced its intention to buy Call of Duty publisher Activision Blizzard for $68.7 billion. While the Federal Trade Commission has been scrutinizing the deal in the United States, Brazil also placed Microsoft under review by the Administrative Council for Economic Defense (or CADE), the country’s national antitrust regulator, and asked various gaming companies such as Ubisoft, Riot Games, Warner Bros. Interactive Entertainment and Sony for comments on the potential merger. Out of the 11 companies CADE reached out to, Sony was the sole objector.
At the heart of Sony’s concern was Microsoft potentially owning Call of Duty, which Sony claimed would position Microsoft at the critical mass of a gaming monopoly. Microsoft had already gained some of gaming’s most revered franchises such as Fallout, The Elder Scrolls and Doom after purchasing ZeniMax Media in 2020. These high profile acquisitions have been integral to Microsoft’s plan to solidify the power of Xbox Game Pass, a subscription service where users gain access to a rotating catalogue of downloadable games for a monthly fee.
Continue Reading…
",Microsoft
24,"July 27, 2022",Microsoft Looks To Rivals Like Google To Curb Amazon’s Gov Cloud Leadership,"


Microsoft is rallying other big-name cloud-computing providers such as Alphabet Inc.’s Google and Oracle Corp. to press the US government into spreading its spending on such services more widely, taking aim at Amazon.com Inc.’s dominance in such contracts.
The software giant has issued talking points to other cloud companies aimed at jointly lobbying Washington to require major government projects to use more than one cloud service, according to people familiar with the effort and a document viewed by The Wall Street Journal.
he software giant has issued talking points to other cloud companies aimed at jointly lobbying Washington to require major government projects to use more than one cloud service, according to people familiar with the effort and a document viewed by The Wall Street Journal. Microsoft also approached VMware, Dell, IBM and HP said the people familiar with the effort. It hasn’t yet asked Amazon to join the loose alliance, the people said. Amazon dominates the cloud-infrastructure industry with a 39% share of the 2021 global market ahead of Microsoft at No. 2 with a 21% share, according to research firm Gartner Inc. Amazon looms even larger in the business of selling cloud services to governments. Amazon’s cloud had a 47% share of the 2021 U.S. and Canada public-sector market orders, ahead of 28% for Microsoft, according to Gartner. The National Security Agency last year picked Amazon as the sole vendor for a cloud contract that could be worth potentially as much as $10 billion over the next decade, renewing an existing business relationship.
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Microsoft
25,"July 24, 2022","Apple, Microsoft, Netflix Called In Indian Antitrust Hearing","


Technology companies such as Apple, Microsoft and Netflix are being invited to the Parliamentary Standing Committee on Finance’s hearings next week on alleged anti-competitive practices of big tech firms.
“We are extending invitations to Meta, Google, Apple, Microsoft, Netflix and others. Even if  they are not able to attend, there will be representatives from the Ministry of Corporate Affairs and the Competition Commission of India (to communicate their own positions on the matter),” said Jayant Sinha, chairperson of the committee and a Member of Parliament from the Bharatiya Janata Party.
On July 21, the committee conducted a hearing that was attended by top executives of eight domestic tech firms, including Paytm founder Vijay Shekhar Sharma and OYO founder Ritesh Agarwal. Representatives from Flipkart, MakeMyTrip, Zomato and Swiggy also attended the meeting.
“We covered a wide range of topics as digital markets cover everything from e-commerce to ride sharing. After all the hearings are concluded, we will present our findings in a report,” said Sinha.
According to people in the know, there were discussions about widening the ambit of CCI’s powers with regards to the tech industry. Moreover, alleged unfair practices by big tech companies to further their dominance, commissions charged by tech platforms and allegations of predatory pricing also came up.
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Microsoft
