,date,title,text,company
10,"September 28, 2022",Korean Watchdog Raids Apple Over Excessive Fee Collection,"


Apple’s South Korean unit was raided yesterday by investigators from the country’s antitrust regulator after complaints were made about the tech giant’s excessive collection of fees from developers using the App Store.
The Korea Mobile Game Association (KMGA) filed a complaint last month, claiming Apple collected an estimated 350 million won ($259 million) in excessive commissions from local game developers. The antitrust regulator will look into whether Apple unfairly abused its dominant power in the market.
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Apple
11,"September 21, 2022",Apple Health’s Approach to Patient Self-Reported Data – a Game Changer or Just More Noise?,"
Apple’s Health App, a native app on all iPhones, is a localized personal health record aggregating tracking, fitness, and health related information from a growing number of applications and devices. Since 2018 with the release of iOS 10, the Health app has been able to download data from a patient’s health-system medical records using the persons active patient portal as validation and conduit. The iOS 15.x upgrade now enables the patient to select items in the Health app to share with their physicians.  Physicians are then able to open an Apple Designed and maintained Physician Dashboard in their electronic record. This functionality opens many clinical, regulatory, financial, and management questions.

By David Voran[1]
 
Apple’s native iPhone Health app is a personal health record enabling user to passively collect and aggregate data from an ever-expanding number of tracking apps and connected devices into one source for the user to review. Since 2018, the health app has been able to connect with healthcare systems and reference laboratories to pull in clinical information, labs, test results, and office-based measurements. The only requirement was the patient had an active portal account with the source and the healthcare system had enabled the download capability, which over a thousand had done so in the United States. User satisfaction with this capability was quite high in at least one report.
With iOS 15 and higher, people could now begin sharin...    


THIS ARTICLE IS NOT AVAILABLE FOR IP ADDRESS 104.151.16.164

                Please sign in or join us
                to access premium content!
            


",Apple
12,"September 20, 2022",Apple Increasing App Store Prices In Europe,"


Apple is raising the price of apps and in-app purchases in some countries in Europe and Asia as of Oct. 5, though auto-renewable subscriptions will be excluded.
“Your proceeds will be adjusted accordingly and will be calculated based on the tax-exclusive price,” Apple said in a blog post for developers on Monday (Sept. 19). “If you offer subscriptions, you can choose to preserve prices for existing subscribers.” 
The new prices will affect Japan, Malaysia, Pakistan, South Korea, Vietnam, Sweden, Poland and all territories that use the euro currency, as well as Chile and Egypt.
“In Vietnam, these increases also reflect new regulations for Apple to collect and remit applicable taxes, being value added tax (VAT) and corporate income tax (CIT) at 5% rates respectively,” according to the post.
The reason for the increases in other countries wasn’t provided in the post, but could be due to a combination of a strong dollar against a weakening euro and yen, high inflation and interest rates and a weakened world economy.
Price hikes in the Euro market are roughly 20%, while the increases in Japan are about 30%, according to a reportin The Verge. The yen recently dropped to a new 24-year low against the US dollar.
The App Store pricing increases follow Apple’s move to raise the prices of the new iPhone 14 and Apple Watch Series 8 models in many markets outside the US. 
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Apple
13,"September 19, 2022",The App Association Representing Developers Funded Primarily By Apple,"


An association for app developers gets more than half of its funding from the same source that gives many of its members reason to gripe — Apple.
The App Association, known as ACT, calls itself the “leading industry voice on the app economy for our members as well as policymakers.” Its members and experts frequently testify before Congress, and earlier this month, it sent a letter to Congress outlining its top legislative priorities for the remainder of the legislative session. 
Apple not only funds the organization, but it is a background influencer that has a hand in forming the group’s policy positions, Bloomberg reported Monday (Sept. 19), citing four unnamed sources who previously worked at the ACT. The former employees also said the percentage of Apple’s support of the organization is much higher than 50%.
The association’s lobbying agenda closely aligns with Apple’s, Bloomberg reported, and it aligns even when it runs counter to what is in the best interests of developers. 
Rick VanMeter, a former congressional aide and the head of the Coalition for App Fairness, a rival association, told Bloomberg that the ACT is a deceptive organization because of its relationship with Apple.
“When you pretend to be something that you’re not in order to make a point, that’s bad for the lawmaking process,” VanMeter said, per the report. 
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Apple
14,"September 19, 2022",Court Rules DOJ Can Join Arguments In Apple-Epic Antitrust Trial,"
The US Department of Justice (DOJ) has been granted time to present its own oral arguments during the upcoming Apple v. Epic Games appeal, along with the State of California. 
On Friday, US Dept. of Justice officials filed a request to present 10 minutes of oral arguments during the trial, in addition to the 20 minutes of argument time per side. The lawyers said they wanted time to explain to the court the proper legal framework for evaluating the antitrust claims against Apple.
Though the Justice Department’s arguments will technically be in support of “neither side,” per court filings, its intention is to spell out its existing concerns over how the lower courts had originally ruled on the case. In an amicus brief filed back on January 27, 2022, U.S. officials indicated there were “multiple legal errors” in the district court’s analysis of US antitrust law, the Sherman Act, which could “imperil effective antitrust enforcement, especially in the digital economy,” the new filing explained.
Specifically, the DoJ had concerns over various aspects of that analysis, including how the lower court had too narrowly interpreted parts of the law, as well as other issues related to the lower court’s misunderstanding of the market and Apple’s monopoly power with regard to pricing, among other things. The lawyers asked for time to present these errors to the court and to explain how, if uncorrected, they could harm antitrust enforcement beyond this case alone.
The US’s request to join the arguments for this legal battle follows the news that the Justice Department is in the early stages of preparing its own antitrust lawsuit against Apple. Lawyers for the U.S. government have been interviewing impacted parties, including app developers large and small, and even hardware makers like Tile. It likely doesn’t want any decision in the Apple-Epic ruling to set a precedent in terms of antitrust law that could harm its own forthcoming case.
In addition to the DoJ request, the State of California also asked for time to present arguments in court in order to present its views on how the court should evaluate its consumer protection law known as California’s Unfair Competition Law.
",Apple
15,"September 18, 2022",DOJ Officials To Take Part In Epic v. Apple Appeal,"


The US Department of Justice has asked a US federal judge to participate in the upcoming appeals case between Epic and Apple, according to court documents seen by Reuters.
The Justice Department filed a brief to enter the case at the start of the year. The agency said it was concerned that Judge Yvonne Gonzalez Rogers had improperly interpreted US antitrust law. Apple has argued that the district court wrongly decided the California Unfair Competition Law (UCL) issue.
 In 2019, reports surfaced that the DOJ was preparing to launch a probe of Apple’s business practices. A decision to uphold the company’s win over Epic could limit the DOJ’s ability to sue it for antitrust violations.
Read More: Epic Games Appeals Ruling In Apple Suit Over Court Errors
“The United States believes that its participation at oral argument would be helpful to the court, especially in explaining how the errors (in antitrust law interpretation) could significantly harm antitrust enforcement beyond the specific context of this case,” the Justice Department wrote on Friday.
The agency has asked for 10 minutes of the court’s time. Neither side is against the Justice Department’s involvement, though Apple has requested that the DOJ’s argument time count against Epic’s total time allotment or that the court extends the proceedings.
More on This: Epic Games v. Apple: A Case Summary
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Apple
16,"September 16, 2022",Designating Large Platforms Under The DMA And The DSA: Comparing Apples and Oranges?,"
By: Konstantina Bania (The Platform Law Blog)
The Digital Markets Act (“DMA”) and the Digital Services Act (“DSA”) will soon start to apply. Broadly speaking, both instruments have the same objective, which is to address concerns arising from the increasing reliance on online platforms. However, despite being presented as parts of the same “package”, the DSA and the DMA do not have many similarities because they target different problems. The DMA imposes obligations to protect businesses and consumers against unfair platform practices. The DSA imposes obligations for a “safe, predictable and trusted online environment” through a framework for conditional liability exemptions and rules on due diligence obligations. In other words, the DMA primarily seeks to improve market conditions whereas the DSA, which is essentially content regulation, attempts to strike a balance between restricting the dissemination of illegal content online and the effective exercise of fundamental freedoms (e.g., freedom of speech, freedom to conduct business). The two instruments are also based on a different logic. The DMA only applies to “gatekeeper” platforms, that is, platforms that act as gateways between businesses and consumers. The DSA sets a baseline for all intermediaries and adopts a “graduated” approach whereby the rules become stricter depending on the category to which an intermediary belongs (intermediaries; intermediaries that are hosting service providers; hosting service providers that qualify as online platforms; and very large online platforms). 
However, the DMA and the DSA have certain similarities with respect to the regulation of the large service providers that fall under their scope. The entire text of the DMA and Section 4 of the DSA are based on the premise that “gatekeeper platforms” and “very large online platforms” (or “VLOPs”) pose unique challenges that can only be addressed through rules that target them specifically. Both instruments are based on user thresholds to determine the size (and, by extension, the power) of platforms that should be subject to such rules and they both envisage a designation process. Such similarities may be the reason for the misunderstanding that platforms that fall under the scope of the DSA will certainly abide by the DMA. This may not necessarily be the case because the definitional criteria, the designation process, and the methodology to calculate the size of the platform concerned are different. This blog post discusses this issue, detangling the conditions and the process pursuant to which a platform may qualify as a gatekeeper or as a VLOP under the DMA and the DSA respectively…
CONTINUE READING…
",Apple
17,"September 11, 2022",Apple Faces Mexican Competition Investigation For App Store Fees,"


Apple may face yet another competition probe from regulators in Mexico, after a former telecommunications chief filed a complaint against tech giants on Friday.
The complaint, brought to Mexico’s telecoms regulator IFT on Thursday, has Mony de Swaan Addati accusing Apple and Google of “completely inhibiting competition, by abusing their App Store monopoly to force the use of their own payment services for in-app payments.
The complaint, seen by Reuters, claims the Google Play Store and Apple’s App Store charge between 15% and 20% commission, which in turn forces price inflation.Addati was previously the head of the telecommunications federation that existed before being replaced by the IFT.
He claims Mexico’s competition regulator declined to open an investigation into the matter, therefore prompting a turn toward the IFT over the matter.
“I have full confidence that (the IFT) will investigate and exercise its powers, in line with international best practices, so that these companies stop abusing their market power to the detriment of developers and consumers,” said Addati.
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Apple
18,"September 7, 2022",Spotify Wants The EU To ‘Accelerate’ Apple Antitrust Case,"


The founder of music streaming app Spotify has used a rare visit to Brussels to apply personal pressure on the European Commission for a case against Apple’s competition practices to be sped up.
In an interview with the Financial Times, Swedish billionaire Daniel Ek said he spoke with commissioner Margrethe Vestager about what he sees as Apple’s “anti-competitive conduct”.
“It’s a picture of a company that keeps zigging and zagging to avoid doing anything”, he said of the iPhone maker. Regulators in Japan, the Netherlands and South Korea that “have come down pretty hard on” Apple, Ek said, and he urged the commission to do the same.
Spotify filed a complaint before European regulators in 2019 claiming that Apple was taking a 30 per cent cut of its subscription fees for featuring it in the App Store and denying the streaming service the right to tell its users that other ways of upgrading were available. The European Commission only formally charged Apple with breaking EU law earlier this year.
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Apple
19,"September 5, 2022","Apple Chief Privacy Officer Departs For Gibson, Dunn & Crutcher","
Chief Privacy Officer Jane Horvath will be leaving the company soon to work at a law firm, Bloomberg News reported citing people familiar with the matter.
Horvath, who joined Apple in 2011, is taking a job at Gibson, Dunn & Crutcher, the report said.
The iPhone maker’s top privacy executive, who is also a lawyer, had previously served in key privacy roles at Google the US Department of Justice, as per her LinkedIn profile.
Horvath was hired to formalize privacy practices after the 2011 “locationgate” scandal, in which iPhones were found to be gathering information about users’ whereabouts.
The reported move by Horvath also comes after Apple upended the digital ad industry by introducing new iPhone privacy controls last year, which hurt the ability for firms like Meta and Snap to target and measure ads on their apps.
",Apple
