,date,title,text,company
10,"October 26, 2022",Google To Pay YouTube Creators In Bid Compete With TikTok,"


Calling it “a big deal” for creators, Google parent Alphabet said Tuesday it will pay top creative talent to post videos on its new YouTube Shorts platform as it aims to grab a bigger slice of a shrinking ad-spend pie while slowing the advance of rival TikTok.
By introducing the new revenue sharing plan, which it says will kick in early next year, Google becomes the fourth major player this month to announce a big move to boost the creator economy at a time when the real economy is, by most accounts, headed into recession.
“This update makes YouTube the only platform where creators can monetize their content across short, long and live formats at scale,” Alphabet CEO Sundar Pichai told investors on the company’s third quarter earnings webcast Tuesday (Oct 25) evening.
Related: Google & Youtube Hit With Patent Fine Over Video Sharing
The monetization move not only comes in the wake of related initiatives launched recently by Walmart, Meta and Instagram’s Reels, as well as a new payment program from Visa, but also reflects the changing media consumption habits that increasingly tight-fisted advertisers are looking to capture.
Given that 80% of Alphabet’s revenues come from advertising, and three-fourths of that come from Google Search alone, it’s fair to say that the company’s $54 billion exposure to online ad spend in Q3 — and in turn, the pulse of the global economy — is second to none.
As a result, news that the search giant saw its Q3 sales growth slow to 4% from a blistering 43% pace a year ago did not sit well with already-weary investors, who are growing tired of seeing sales and profits decline while costs and headcount continue to rise — all while the stock has lost more than 30% so far this year.
Officially, Alphabet said its employee base rose about 25%, ending the quarter at 187,000 from 150,000 in 2021.
“In the third quarter, we did see a pullback in spend by some advertisers in certain areas and search ads,” Alphabet Chief Business Officer Philipp Schindler told investors Tuesday (Oct 25) evening, pointing to weak spending in financial services generally — and a pullback in insurance, loan, mortgage and crypto subcategories specifically — as indicative of the broader trend.
“There’s no question we’re operating in an uncertain environment and that businesses big and small continue to get tested in new and different ways,” Schindler added, noting that alongside Shorts, the company’s YouTube TV unit was adding subscribers and viewing hours at an unmatched — and almost unfathomable — clip.
On average, Schindler said, global viewers are watching more than 700 million hours of YouTube content on TV daily, with another 30 billion daily views on Shorts via a base of 1.5 billion monthly active users.
“TV is a big area for us,” Pichai said. “Nielsen reported that YouTube was the leader in streaming TV viewership in the US in September for the first time,” he added, speaking to what Schindler characterized as strong engagement driven by a “streaming boom.”
",Google
11,"October 25, 2022",India Fines Google And Makes Them Allow Third-Party Payments,"


Alphabet Inc’s Google should not restrict app developers from using third-party billing or payment processing services in India, the country’s antitrust body said on Tuesday. 
Related: Google Calls India Antitrust Decision A “Setback” For Consumers
",Google
12,"October 24, 2022",Google-Owned Fitbit Sued By Australian Competition Watchdog,"


Australian Competition and Consumer Commission (ACCC) on Monday began court proceedings against Fitbit, a Google-owned consumer electronics and fitness company for not complying with the country’s consumer laws.
According to the competition regulator, Fitbit did not act in accordance with Australian Consumer Law when between May 2020 and February 2022 it said consumers were not entitled to a refund unless they returned the product within 45 days of shipment of the purchase.
Related: Australian Watchdog Monitors $37B European Suit Facing Google
Moreover, Fitbit informed consumers that they weren’t eligible for a second device if they had availed a replacement device earlier and the original two-year ‘limited warranty period’ of the device had expired.
“All consumers have automatic consumer guarantee rights that cannot be excluded, restricted or modified. The consumer guarantee rights exist in addition to any warranties offered by manufacturers,” said Gina Cass-Gottlieb, chairman of ACCC.
“Products must be of acceptable quality, and retailers must provide a remedy for faulty goods which include a repair, replacement or refund, depending on the circumstances,” she added.
",Google
13,"October 24, 2022",Google Starts New High-Tech School At Israeli University,"
Google and Israel’s Reichman University have set up a school to train high-tech professionals, offering courses in computer programming, sales and data analysis among other subjects, the university said on Monday.
Israel has a vibrant high-tech sector but a severe shortage of skilled tech workers has led to tens of thousands of unfilled positions.
The School of High Tech will subsidise students from under-represented communities “including women, the ultra-Orthodox, Arabs, members of the Ethiopian community and people from the geo-social periphery and disadvantaged socio-economic groups,” the university said.
“We believe that a variety of voices, opinions and perspectives enriches Israeli high-tech and its developments,” said Barak Regev, managing director of Google Israel.
Courses are being rolled out over the next few weeks and students completing courses at the school will earn credit towards a degree, the university said.
Courses, which will be held at the Google Campus in Tel Aviv and the Reichman University in the Israeli city of Herzliya, will be offered in programming, software testing, business development, sales and data analysis and Google will provide scholarships to participants.
The technology sector accounts for about 15% of Israel’s economic activity and hundreds of new startups are founded each year. In the first half of 2022, Israeli tech firms raised nearly $10 billion in investments, according to the Israeli Tech Review.
",Google
14,"October 23, 2022",Google Calls India Antitrust Decision A “Setback” For Consumers,"


Google said on Friday that the Indian antitrust watchdog’s decision to fine it 13.38 billion Indian rupees ($161.95 million) for anti-competitive practices was a “major setback” for consumers and businesses in the country.
The Competition Commission of India (CCI) on Thursday said Google leveraged its dominant position in markets such as online search and app store for Android to protect the position of its apps like Chrome and YouTube in mobile Web browsers and online video hosting.
Read more: India’s Antitrust Watchdog Orders Another Google Probe
Besides the fine, the CCI also ordered Google to change its approach to its Android platform and restricted it from certain revenue sharing agreements with smartphone makers.
“Android has created more choice for everyone, and supports thousands of successful businesses in India and around the world,” a Google spokesperson said on Friday.
“The CCI’s decision is a major setback for Indian consumers and businesses, opening serious security risks for Indians who trust Android’s security features, and raising the cost of mobile devices for Indians.”
",Google
15,"October 20, 2022",Texas Sues Google For Illegally Capturing Data,"


Texas has filed a lawsuit against Google for allegedly collecting biometric data of millions of Texans without obtaining proper consent, the attorney general’s office said in a statement on Thursday.
The complaint says that companies operating in Texas have been barred for more than a decade from collecting people’s faces, voices or other biometric data without advanced, informed consent.
“In blatant defiance of that law, Google has, since at least 2015, collected biometric data from innumerable Texans and used their faces and their voices to serve Google’s commercial ends,” the complaint said. “Indeed, all across the state, everyday Texans have become unwitting cash cows being milked by Google for profits.”
Related: Texas sues Google for withholding documents
Google said it would fight the lawsuit, saying that users of the services had the option to turn off the biometric collection feature.
“AG Paxton is once again mischaracterizing our products in another breathless lawsuit,” said Google spokesman Jose Castaneda. “We will set the record straight in court.”
The lawsuit is one of several filed by states against Google alleging unfair practices with regard to privacy. Arizona settled one in early October for $85 million. Texas, Indiana, Washington State and the District of Columbia sued Google in January over what they called deceptive location-tracking practices that invade users’ privacy.
",Google
16,"October 20, 2022",India Competition Regulator Fines Google,"


India’s competition regulator said on Thursday it has fined Google 13.38 billion Indian rupees ($161.95 million) for anti-competitive practices related to Android mobile devices.
The Competition Commission of India (CCI) also ordered Google not to offer any incentives to smartphone makers for exclusively carrying its search services.
Related: India Pressures Google To Regulate Lending Apps
Google is facing a series of antitrust cases in India and stricter tech-sector regulations. India’s competition watchdog is also looking into Google’s business conduct in the smart TVs market and its in-app payments system.
Google’s Android operating system powers 97% of India’s 600 million smartphones, according to Counterpoint Research.
",Google
17,"October 17, 2022",Google Rivals Want EU Tech Law Used In Antitrust Case,"


More than 40 European rivals to Google’s shopping service urged EU antitrust regulators to use newly adopted tech rules to ensure the Alphabet unit complies with a 2017 EU order to allow more competition on its search page.
The European Commission fined Google 2.4 billion euros ($2.33 billion) five years ago and told the firm to stop favouring its shopping service.
The company subsequently said it would treat its own shopping service the same as competitors when they bid in an auction for adverts in the shopping box that appears at the top of a search page.
But in a letter to EU antitrust chief Margrethe Vestager, the 43 companies – which include British firm Kelkoo, France’s LeGuide Group, Sweden’s PriceRunner and Germany’s idealo – said the proposal was legally insufficient and had not led to them benefitting from the advert auctions.
“The Commission needs to re-open space on general search results pages for the most relevant providers, by removing Google’s Shopping Units that allow no competition but lead to higher prices and less choice for consumers and an unfair transfer of profit margins from merchants and competing CSSs to Google,” the companies said in the letter seen by Reuters. CSSs refer to Comparison Shopping Services.
They said Google’s mechanism breaches the Digital Markets Act (DMA), Vestager’s new rules aimed at reining in the power of tech giants, which will apply in May next year.
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Google
18,"October 13, 2022",Sources: Google May Face Antitrust Charges for Adtech Practices,"


Alphabet’s Google unit may face EU antitrust charges next year regarding its digital advertising business, which means that the company is at risk for its fourth billion-euro plus fine, people familiar with the matter said on Thursday.
Google’s ad business, which has already generated around $100 billion in sales so far this year, is Alphabet’s biggest moneymaker, accounting for roughly 80% of the company’s annual revenue. This remains true despite the company’s efforts over the past decade to push into selling hardware, subscription services, and cloud computing technology.
Google’s dominance in the online advertising market has been increasingly scrutinized during recent years. Complaints from rivals about alleged anti-competitive practices have incited antitrust investigations on five continents concerning the company’s practices.
The European Commission has asked third parties to delete confidential details within their submissions, which is usually a precursor towards allowing Google access to documents following the a statement of objections, one person said.
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Google
19,"October 10, 2022",Epic Games & Match To Bring New Antitrust Allegations Against Google,"


Epic Games and Match are attempting to expand their lawsuits against Google to include additional allegations against the search giant. In a motion filed on Friday with a federal court in the Northern District of California, the two companies accused Google of paying off developers that had the means and ability to create competing Android app stores.
Specifically, Epic and Match point to agreements like Project Hug. The initiative, later called the “Apps and Games Velocity Program,” saw Google spend millions of dollars to keep some of Android’s most popular developers on the Play Store, according to a complaint filed by Epic last year.
“Some of these agreements were intended to, and did, stop developers from launching competing app stores,” the motion states, adding Google committed a “per se” violation of the Sherman Act, the primary US antitrust law. Under the Sherman Act, per se violations don’t require a plaintiff to show how a certain behavior negatively affected the market since it’s generally accepted such actions reduce competition.
Google told Engadget it would oppose the motion. “Epic and Match are adding more inaccurate claims to their failing lawsuits and we’re looking forward to setting the record straight in court,” a company spokesperson said.
“The program on which Epic and Match base their claims simply provides incentives for developers to give benefits and early access to Google Play users when they release new or updated content; it does not prevent developers from creating competing app stores, as they allege,” they added. “In fact, the program is proof that Google Play competes fairly with numerous rivals for developers, who have a number of choices for operating systems and app stores.”
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Google
20,"October 9, 2022",India’s Antitrust Watchdog Orders Another Google Probe,"


The Competition Commission of India (CCI) has ordered another detailed probe against tech giant Google for alleged unfair revenue sharing terms with respect to news content.
The case will be clubbed with two other ongoing matters against the search engine major where the allegations are substantially the same, according to the Competition Commission of India (CCI).
The latest order has come on a complaint filed by the News Broadcasters & Digital Association. In January this year, CCI ordered a probe against Google on a complaint filed by the Digital News Publishers Association. Later, the Indian Newspaper Society also filed a similar case and that was clubbed with the first one.
Now, the regulator’s investigative arm’s Director General (DG) will submit a consolidated investigation report, the watchdog said in an order released on Friday. The News Broadcasters & Digital Association had alleged that its members are forced to provide their news content to Google in order to prioritise their weblinks in the Search Engine Result Page (SERP) of Google. 
As a result, Google free-rides on the content of the members without giving them adequate compensation, as per the complaint.
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Google
21,"October 5, 2022",Dark Clouds Gather – An Analysis of Apple and Google’s Restrictions on Cloud Gaming,"


By Damien Geradin (TILEC) & Stijn Huijts (Geradin Partners)
Cloud gaming represents a new model of video game distribution. It involves playing games that are streamed from a remote server (the cloud), and has the potential to revolutionize gaming as it is, at least in theory, device-agnostic, allowing AAA games to be played on any device with a connection to the internet. However, Apple blocks the emergence of cloud gaming apps on its Apple App Store, and Google, although not completely blocking them, still imposes restrictions on them. Apple’s prevention of cloud gaming apps has led the UK Competition and Markets Authority to make a Market Investigation Reference, which could lead to the authority imposing remedies on Apple.
This paper provides an introduction to cloud gaming and explains why it is an important development that offers huge potential for competition and innovation in digital markets. It then discusses Apple’s prevention of cloud gaming apps and examines Apple’s stated rationale for this policy, after which it also touches on Google’s restrictions. This is followed by a section that sets out other reasons why it may be in Apple’s commercial interest to block the emergence of cloud gaming apps, looking in particular at whether this may be linked to a desire to protect its position in the distribution of apps on iOS devices and its revenues from the sale of hardware. After this, the paper discusses how these restrictions have led to the UK Market Investigation Reference, and how they may be treated under the forthcoming EU Digital Markets Act.
Continue Reading…
",Google
22,"September 26, 2022",Google’s Loses Its India Policy Head After Only 5 Months,"


Google’s head of public policy for India has resigned just five months after taking the job, two sources told Reuters, at a potentially critical time for the US tech giant as it awaits the outcome of at least two antitrust cases in the country.
Archana Gulati, an economics graduate who previously served as Joint Secretary at the federal government-affiliated think-tank NITI Aayog, declined to comment. Gulati has also been a high-level participant at the Competition Commission of India and advised the Commission on competition issues arising from mergers and acquisitions. 
A spokesperson for Alphabet Inc’s Google also declined to comment. Google is facing a series of antitrust cases in India and stricter tech-sector regulations.
Read More: Google In Indian Authority’s Crosshairs, Again
India’s competition watchdog is looking into Google’s business conduct in the smart TVs market, its Android operating system, as well as its in-app payments system. The company has been asked by the Indian government and central bank to introduce more stringent checks to help curb the use of illegal digital lending applications in India, according to sources.
The watchdog is close to announcing its decision in at least two antitrust cases against Google, people familiar with the process said.
At Google, Gulati led a team of public policy executives who looked at various regulatory implications for the company in India, one of its key growth markets.
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Google
23,"September 22, 2022","UK Watchdog Eyes Google, Amazon, Microsoft In Antitrust Probe","


Media regulators are looking into whether large US tech companies including Amazon and Google have formed a monopoly over cloud computing in Britain, officials said Thursday.
Britain’s media watchdog agency Ofcom announced the investigation and said it will look into whether the two companies and Microsoft may have an unfair competitive advantage in the cloud services industry.
“Because the cloud sector is still evolving, we will look at how the market is working today and how we expect it to develop in the future — aiming to identify any potential competition concerns early to prevent them becoming embedded as the market matures,” the agency said in a statement, according to the Evening Standard.
Specifically in the crosshairs of the inquiry are Amazon Web Services, Microsoft Azure and Google Cloud, all of which dominate global cloud storage services — a powerful tool that allows businesses to store data on remote servers accessible from anywhere as opposed to localized hard drives.
Depending on the findings of the investigation, the agency could take further action to rein in the corporate behemoths.
Other popular digital tools are also on the watchdog’s radar, including Meta’s WhatsApp, Apple’s Zoom and FaceTime and virtual assistants like Amazon Alexa — services that so far have seen little, if any, regulatory oversight.
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Google
24,"September 21, 2022","Facebook Parent Meta, Google Quietly Reduce Jobs","


Two of the world’s largest tech companies have begun to quietly eliminate jobs as they endeavor to cut costs.
Facebook owner Meta Platforms has begun reorganizing departments and giving impacted employees a limited time to apply for other in-house positions, The Wall Street Journal (WSJ) reported Wednesday (Sept. 21), citing unnamed sources.
Such a move manages to cut staff without resorting to mass layoffs, but these reductions could be the set-up to a wider series of cuts as Meta looks to lower costs by 10%, according to the report. Some savings will come from reducing overhead and consulting budgets, but most will come from job cuts.
Reached for comment, a Meta spokesperson referred PYMNTS to remarks by CEO Mark Zuckerberg on a recent earnings call.
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Google
25,"September 20, 2022",Google Faces Trademark Suit By Analytics Platform Visier,"


HR analytics software company Visier sued Google for trademark infringement in San Francisco federal court on Monday, claiming Google’s Vizier machine-learning software is likely to confuse potential consumers.
Vancouver-based Visier told the US District Court for the Northern District of California that the similarity of the companies’ names and products could mislead consumers into thinking that Google’s software uses Visier’s technology, or that Visier is “simply reselling or repackaging Google technology.”
Visier asked the court for an unspecified amount of money damages and an order to block Google from using the Vizier name.
Google had no comment on the lawsuit. Visier and its attorneys did not immediately respond to requests for comment Tuesday.
Visier said in the lawsuit that its “people analytics” platform takes data and “applies cutting-edge machine learning algorithms to deliver insightful predictions.”
The company, founded in 2010, said one in three Fortune 500 companies use its software.
Google’s Vizier is a service for optimizing machine-learning models. Visier’s lawsuit said the internal Google software had been “relatively obscure” before being integrated with its Vertex AI machine-learning platform for developers last year.
Visier said it has discussed its infringement concerns with Google multiple times but was unable to resolve the claims.
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Google
26,"September 19, 2022",India Pressures Google To Regulate Lending Apps,"


Google has been asked by the Indian government and the central bank to introduce more stringent checks to help curb the use of illegal digital lending applications in India, according to sources.
Even though Google doesn’t fall under the Reserve Bank of India’s (RBI) ambit, the US tech giant has been called several times in the last few months to meetings by the central bank and the Indian government and urged to introduce tougher checks and balances that can help in weeding out such apps, according to four sources.
Indian regulators have already asked lenders to step up checks against illegal lending apps, which became popular during the pandemic. Regulators seek to control the proliferation of such apps that engage in unscrupulous activities such as charging excessive interest rates and fees or in recovery practices which are not authorised by the central bank or violate money laundering and other government guidelines.
Google said that last year it revised its Play Store developer program policy for financial services apps, including requiring additional requirements for personal loan apps in India effective September 2021.
“We have removed over 2,000 personal loan apps targeting India from the Play Store for violation of the Play policy requirements,” a Google spokesperson said, adding that such steps are taken if its policies are violated.
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Google
27,"September 19, 2022","Publishing Class-Action Cases May Mean Trouble For Google In UK, EU","


UK newspapers have this week been reporting that the law firm Humphries Kerstetter is planning to bring a class action case against Google in the next month, with a similar lawsuit being filed in parallel by lawyers in the EU.
The allegations against Google will be familiar to followers of the tech giant’s antitrust woes in the US, where the state attorney general office in Texas has been in protracted legal battles with Google since it first launched an investigation in 2020. 
That investigation threw light on the shady deal Alphabet made with Meta known as Jedi Blue, and is likely to have contributed toward decisions in the EU and the UK to launch similar probes this year.
Digital advertising is extraordinarily complex but the fundamentals are pretty easy to grasp. Websites possessing a few square inches of digital real estate need to match with advertisers willing to pay for the space. But publishers rarely negotiate directly with advertisers. Instead, intermediaries known as ad exchanges sit between buyers and sellers to match supply with demand.
The accusation against the current system is that Google has set itself up as buyer, seller, and marketplace, and is able to extract value from the whole process at each step of the way, often muscling out competitor services and driving prices up or down to increase its own profits.
In one notorious email unearthed by Texas investigators, a Google employee wrote that: “the analogy would be if Goldman or Citibank owned the New York Stock Exchange.”
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Google
28,"September 19, 2022",Google Cloud Teams Up With LifePoint To Expand Healthcare Data Engines,"
Google Cloud has penned a multiyear strategic partnership with the healthcare company LifePoint Health in order to implement Google Cloud’s healthcare data engine in its hospitals.
LifePoint will utilize Google’s HDE to improve community-based healthcare delivery in the 29 states where the company operates. Clinicians will gain near real-time, globalized views of patients’ records as opposed to isolated data sets, according to a press release. With LifePoint’s far reach into rural communities, the partnership is expected to improve quality of care in historically marginalized populations, executives said. 
“LifePoint Health is fundamentally changing how healthcare is delivered at the community level,” said Thomas Kurian, CEO of Google Cloud, in a press release. “Bringing data together from hundreds of sources and applying AI and machine learning to it will unlock the power of data to make real-time decisions—whether it is around resource utilization, identifying high-risk patients, reducing physician burnout or other critical needs.”
Previously, LifePoint utilized myriad disparate electronic medical record systems. Google Cloud says its healthcare data engine offers a holistic view of patients provided by combining medical records, clinical trials and research data, along with other informational sources, in order to avoid gaps in knowledge. Google Cloud’s HDE contains the Google Cloud Healthcare API which is customized to offer l...    


THIS ARTICLE IS NOT AVAILABLE FOR IP ADDRESS 104.151.16.164

                Please sign in or join us
                to access premium content!
            


",Google
